Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      3.66     0.00      180     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::ratio<1000000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&)
  0.00      3.66     0.00      180     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&)
  0.00      3.66     0.00      180     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      3.66     0.00      179     0.00     0.00  void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&)
  0.00      3.66     0.00      179     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000l> >::zero()
  0.00      3.66     0.00      178     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&)
  0.00      3.66     0.00      178     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1l> >::duration<long, void>(long const&)
  0.00      3.66     0.00      178     0.00     0.00  bool std::chrono::operator< <long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000l> > const&)
  0.00      3.66     0.00      177     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      3.66     0.00      176     0.00     0.00  bool std::chrono::operator<=<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000l> > const&)
  0.00      3.66     0.00       75     0.00     0.00  capture_frame(cv::VideoCapture&)
  0.00      3.66     0.00       44     0.00     0.00  add(n*, int, int, double)
  0.00      3.66     0.00       44     0.00     0.00  show(n*)
  0.00      3.66     0.00       10     0.00     0.00  std::reference_wrapper<std::mutex>&& std::forward<std::reference_wrapper<std::mutex> >(std::remove_reference<std::reference_wrapper<std::mutex> >::type&)
  0.00      3.66     0.00        9     0.00     0.00  main::{lambda()#1}&& std::forward<main::{lambda()#1}>(std::remove_reference<main::{lambda()#1}>::type&)
  0.00      3.66     0.00        5     0.00     0.00  void (&std::forward<void (&)(std::mutex&)>(std::remove_reference<void (&)(std::mutex&)>::type&))(std::mutex&)
  0.00      3.66     0.00        4     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&)
  0.00      3.66     0.00        4     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      3.66     0.00        4     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr()
  0.00      3.66     0.00        4     0.00     0.00  std::thread::id::id()
  0.00      3.66     0.00        4     0.00     0.00  std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      3.66     0.00        4     0.00     0.00  std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      3.66     0.00        3     0.00     0.00  void (*&&std::forward<void (*)(std::mutex&)>(std::remove_reference<void (*)(std::mutex&)>::type&))(std::mutex&)
  0.00      3.66     0.00        2     0.00     0.00  std::thread::joinable() const
  0.00      3.66     0.00        2     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_Head_base()
  0.00      3.66     0.00        2     0.00     0.00  std::_Head_base<1ul, std::default_delete<std::thread::_State>, true>::_Head_base()
  0.00      3.66     0.00        2     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::unique_ptr<std::default_delete<std::thread::_State>, void>(std::thread::_State*)
  0.00      3.66     0.00        2     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr()
  0.00      3.66     0.00        2     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      3.66     0.00        2     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      3.66     0.00        2     0.00     0.00  std::__uniq_ptr_data<std::thread::_State, std::default_delete<std::thread::_State>, true, true>::__uniq_ptr_impl(std::thread::_State*)
  0.00      3.66     0.00        2     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*)
  0.00      3.66     0.00        2     0.00     0.00  std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >::tuple<true, true>()
  0.00      3.66     0.00        2     0.00     0.00  std::thread::_State::_State()
  0.00      3.66     0.00        2     0.00     0.00  std::thread::~thread()
  0.00      3.66     0.00        2     0.00     0.00  std::remove_reference<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&>::type&& std::move<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&>(std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&)
  0.00      3.66     0.00        2     0.00     0.00  std::operator==(std::thread::id, std::thread::id)
  0.00      3.66     0.00        1     0.00     0.00  check_args(int, char**)
  0.00      3.66     0.00        1     0.00     0.03  calculateConfidence(std::mutex&)
  0.00      3.66     0.00        1     0.00     0.00  keep_the_camera_open()
  0.00      3.66     0.00        1     0.00     0.00  __static_initialization_and_destruction_0()
  0.00      3.66     0.00        1     0.00     0.00  test()
  0.00      3.66     0.00        1     0.00     0.00  sf::ContextSettings::ContextSettings(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool)
  0.00      3.66     0.00        1     0.00     0.00  std::reference_wrapper<std::mutex>::get() const
  0.00      3.66     0.00        1     0.00     0.00  std::reference_wrapper<std::mutex>::operator std::mutex&() const
  0.00      3.66     0.00        1     0.00     0.00  std::_Head_base<0ul, void (*)(std::mutex&), false>::_M_head(std::_Head_base<0ul, void (*)(std::mutex&), false>&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Head_base<0ul, void (*)(std::mutex&), false>::_Head_base(void (* const&)(std::mutex&))
  0.00      3.66     0.00        1     0.00     0.00  std::_Head_base<0ul, main::{lambda()#1}, false>::_M_head(std::_Head_base<0ul, main::{lambda()#1}, false>&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Head_base<0ul, main::{lambda()#1}, false>::_Head_base<main::{lambda()#1}>(main::{lambda()#1}&&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Head_base<1ul, std::reference_wrapper<std::mutex>, false>::_M_head(std::_Head_base<1ul, std::reference_wrapper<std::mutex>, false>&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Head_base<1ul, std::reference_wrapper<std::mutex>, false>::_Head_base<std::reference_wrapper<std::mutex> >(std::reference_wrapper<std::mutex>&&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >::_M_head(std::_Tuple_impl<0ul, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >::_Tuple_impl<void (&)(std::mutex&), std::reference_wrapper<std::mutex>, void>(void (&)(std::mutex&), std::reference_wrapper<std::mutex>&&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, main::{lambda()#1}>::_M_head(std::_Tuple_impl<0ul, main::{lambda()#1}>&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, main::{lambda()#1}>::_Tuple_impl<main::{lambda()#1}>(main::{lambda()#1}&&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::reference_wrapper<std::mutex> >::_M_head(std::_Tuple_impl<1ul, std::reference_wrapper<std::mutex> >&)
  0.00      3.66     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::reference_wrapper<std::mutex> >::_Tuple_impl<std::reference_wrapper<std::mutex> >(std::reference_wrapper<std::mutex>&&)
  0.00      3.66     0.00        1     0.00     0.00  std::reference_wrapper<std::mutex>::_S_fun(std::mutex&)
  0.00      3.66     0.00        1     0.00     0.00  std::reference_wrapper<std::mutex>::reference_wrapper<std::mutex&, void, std::mutex*>(std::mutex&)
  0.00      3.66     0.00        1     0.00     0.00  std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >::tuple<void (&)(std::mutex&), std::reference_wrapper<std::mutex>, true>(void (&)(std::mutex&), std::reference_wrapper<std::mutex>&&)
  0.00      3.66     0.00        1     0.00     0.00  std::tuple<main::{lambda()#1}>::tuple<main::{lambda()#1}, true, true>(main::{lambda()#1}&&)
  0.00      3.66     0.00        1     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > > >::_State_impl<void (&)(std::mutex&), std::reference_wrapper<std::mutex> >(void (&)(std::mutex&), std::reference_wrapper<std::mutex>&&)
  0.00      3.66     0.00        1     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > > >::~_State_impl()
  0.00      3.66     0.00        1     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<main::{lambda()#1}> > >::_State_impl<main::{lambda()#1}>(main::{lambda()#1}&&)
  0.00      3.66     0.00        1     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<main::{lambda()#1}> > >::~_State_impl()
  0.00      3.66     0.00        1     0.00     0.03  void std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>)
  0.00      3.66     0.00        1     0.00     0.00  std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::_Invoker<void (&)(std::mutex&), std::reference_wrapper<std::mutex> >(void (&)(std::mutex&), std::reference_wrapper<std::mutex>&&)
  0.00      3.66     0.00        1     0.00     0.03  std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::operator()()
  0.00      3.66     0.00        1     0.00   870.02  void std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::_M_invoke<0ul>(std::_Index_tuple<0ul>)
  0.00      3.66     0.00        1     0.00     0.00  std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::_Invoker<main::{lambda()#1}>(main::{lambda()#1}&&)
  0.00      3.66     0.00        1     0.00   870.02  std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::operator()()
  0.00      3.66     0.00        1     0.00     0.00  std::thread::thread<void (&)(std::mutex&), std::reference_wrapper<std::mutex>, void>(void (&)(std::mutex&), std::reference_wrapper<std::mutex>&&)
  0.00      3.66     0.00        1     0.00     0.00  std::thread::thread<main::{lambda()#1}, , void>(main::{lambda()#1}&&)
  0.00      3.66     0.00        1     0.00     0.00  std::mutex* std::__addressof<std::mutex>(std::mutex&)
  0.00      3.66     0.00        1     0.00     0.00  void (*&std::__get_helper<0ul, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(std::_Tuple_impl<0ul, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&))(std::mutex&)
  0.00      3.66     0.00        1     0.00     0.00  main::{lambda()#1}& std::__get_helper<0ul, main::{lambda()#1}>(std::_Tuple_impl<0ul, main::{lambda()#1}>&)
  0.00      3.66     0.00        1     0.00     0.00  std::reference_wrapper<std::mutex>& std::__get_helper<1ul, std::reference_wrapper<std::mutex>>(std::_Tuple_impl<1ul, std::reference_wrapper<std::mutex>>&)
  0.00      3.66     0.00        1     0.00     0.03  void std::__invoke_impl<void, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(std::__invoke_other, void (*&&)(std::mutex&), std::reference_wrapper<std::mutex>&&)
  0.00      3.66     0.00        1     0.00   870.02  void std::__invoke_impl<void, main::{lambda()#1}>(std::__invoke_other, main::{lambda()#1}&&)
  0.00      3.66     0.00        1     0.00     0.00  std::tuple_element<0ul, std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::type&& std::get<0ul, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&&)
  0.00      3.66     0.00        1     0.00     0.00  std::tuple_element<0ul, std::tuple<main::{lambda()#1}> >::type&& std::get<0ul, main::{lambda()#1}>(std::tuple<main::{lambda()#1}>&&)
  0.00      3.66     0.00        1     0.00     0.00  std::tuple_element<1ul, std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::type&& std::get<1ul, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&&)
  0.00      3.66     0.00        1     0.00     0.00  std::reference_wrapper<std::mutex> std::ref<std::mutex>(std::mutex&)
  0.00      3.66     0.00        1     0.00     0.00  std::remove_reference<std::tuple<main::{lambda()#1}>&>::type&& std::move<std::tuple<main::{lambda()#1}>&>(std::tuple<main::{lambda()#1}>&)
  0.00      3.66     0.00        1     0.00     0.00  std::mutex& std::forward<std::mutex&>(std::remove_reference<std::mutex&>::type&)
  0.00      3.66     0.00        1     0.00     0.03  std::__invoke_result<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >::type std::__invoke<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(void (*&&)(std::mutex&), std::reference_wrapper<std::mutex>&&)
  0.00      3.66     0.00        1     0.00   870.02  std::__invoke_result<main::{lambda()#1}>::type std::__invoke<main::{lambda()#1}>(main::{lambda()#1}&&)
  0.00      3.66     0.00        1     0.00   870.02  main::{lambda()#1}::operator()() const

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2023 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.27% of 3.66 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     74.6    2.46    0.27                 main [1]
                0.10    0.17       1/1           SFML_out(sf::RenderWindow&, sf::Font&) [10]
                0.00    0.00       1/36216       sf::String::~String() [20]
                0.00    0.00       1/18409       std::mutex::unlock() [23]
                0.00    0.00       2/2           std::thread::~thread() [115]
                0.00    0.00       1/1           test() [121]
                0.00    0.00       1/1           sf::ContextSettings::ContextSettings(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, bool) [122]
                0.00    0.00       1/17736       std::__new_allocator<char>::~__new_allocator() [67]
                0.00    0.00       1/1           check_args(int, char**) [118]
                0.00    0.00       1/18484       std::mutex::lock() [61]
                0.00    0.00       1/44          add(n*, int, int, double) [92]
                0.00    0.00       1/44          show(n*) [93]
                0.00    0.00       1/1           keep_the_camera_open() [119]
                0.00    0.00       1/1           std::thread::thread<main::{lambda()#1}, , void>(main::{lambda()#1}&&) [148]
                0.00    0.00       1/1           std::reference_wrapper<std::mutex> std::ref<std::mutex>(std::mutex&) [156]
                0.00    0.00       1/1           std::thread::thread<void (&)(std::mutex&), std::reference_wrapper<std::mutex>, void>(void (&)(std::mutex&), std::reference_wrapper<std::mutex>&&) [147]
-----------------------------------------------
                0.00    0.87       1/1           std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::operator()() [3]
[2]     23.8    0.00    0.87       1         void std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::_M_invoke<0ul>(std::_Index_tuple<0ul>) [2]
                0.00    0.87       1/1           std::__invoke_result<main::{lambda()#1}>::type std::__invoke<main::{lambda()#1}>(main::{lambda()#1}&&) [5]
                0.00    0.00       1/1           std::remove_reference<std::tuple<main::{lambda()#1}>&>::type&& std::move<std::tuple<main::{lambda()#1}>&>(std::tuple<main::{lambda()#1}>&) [157]
                0.00    0.00       1/1           std::tuple_element<0ul, std::tuple<main::{lambda()#1}> >::type&& std::get<0ul, main::{lambda()#1}>(std::tuple<main::{lambda()#1}>&&) [154]
-----------------------------------------------
                0.00    0.87       1/1           std::thread::_State_impl<std::thread::_Invoker<std::tuple<main::{lambda()#1}> > >::_M_run() [7]
[3]     23.8    0.00    0.87       1         std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::operator()() [3]
                0.00    0.87       1/1           void std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::_M_invoke<0ul>(std::_Index_tuple<0ul>) [2]
-----------------------------------------------
                0.00    0.87       1/1           std::__invoke_result<main::{lambda()#1}>::type std::__invoke<main::{lambda()#1}>(main::{lambda()#1}&&) [5]
[4]     23.8    0.00    0.87       1         void std::__invoke_impl<void, main::{lambda()#1}>(std::__invoke_other, main::{lambda()#1}&&) [4]
                0.00    0.87       1/1           main::{lambda()#1}::operator()() const [6]
                0.00    0.00       1/9           main::{lambda()#1}&& std::forward<main::{lambda()#1}>(std::remove_reference<main::{lambda()#1}>::type&) [95]
-----------------------------------------------
                0.00    0.87       1/1           void std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::_M_invoke<0ul>(std::_Index_tuple<0ul>) [2]
[5]     23.8    0.00    0.87       1         std::__invoke_result<main::{lambda()#1}>::type std::__invoke<main::{lambda()#1}>(main::{lambda()#1}&&) [5]
